time 1,PET_0.03mm1, time 2,PGA-commercial-1,time 3,Asics-goretex_1, time 4,Asics-goretex_2,time 5 ,Asics-goretex_3, time 6,Nothing,time 7,northface-dryvent_1, time 8,northface-dryvent_2,time 9 ,northface-dryvent_3, time 10,H-M_1,time 11,H-M_2, time 12,H-M_3,time 13 ,Natural-Gear_1, time 14,Natural-Gear_2,time 15,Natural-Gear_3, time 16,PGA-commercial_2
3344, 176128.2, 3344, 240273.5, 3344, 1143350.0, 3344, 396043.7, 3344, 415354.4, 3344, 0.0, 3344, 191985.7, 3344, 361321.2, 3344, 273262.6, 3344, 327935.9, 3344, 261845.0, 3344, 348406.0, 3344, 270212.9, 3344, 350841.6, 3344, 404385.7, 3344, 260203.0
3346, 176117.7, 3346, 240272.3, 3346, 1143355.0, 3346, 396013.5, 3346, 415352.6, 3346, 0.0, 3346, 192008.7, 3346, 361348.7, 3346, 273270.9, 3346, 327922.8, 3346, 261871.9, 3346, 348398.7, 3346, 270206.4, 3346, 350886.3, 3346, 404354.1, 3346, 260183.3
3348, 176128.8, 3348, 240269.8, 3348, 1143330.0, 3348, 395997.6, 3348, 415361.2, 3348, 0.0, 3348, 191977.0, 3348, 361320.2, 3348, 273286.9, 3348, 327883.6, 3348, 261871.4, 3348, 348394.9, 3348, 270201.0, 3348, 350869.0, 3348, 404335.7, 3348, 260162.9
3350, 176120.7, 3350, 240261.9, 3350, 1143337.0, 3350, 395977.3, 3350, 415350.3, 3350, 0.0, 3350, 192027.6, 3350, 361311.7, 3350, 273269.6, 3350, 327918.3, 3350, 261884.4, 3350, 348393.4, 3350, 270164.9, 3350, 350877.0, 3350, 404294.0, 3350, 260195.5
3352, 176137.1, 3352, 240247.6, 3352, 1143329.0, 3352, 395937.0, 3352, 415361.3, 3352, 0.0, 3352, 192014.7, 3352, 361323.4, 3352, 273272.2, 3352, 327921.9, 3352, 261909.2, 3352, 348446.2, 3352, 270184.2, 3352, 350871.8, 3352, 404319.5, 3352, 260208.0
3354, 176122.0, 3354, 240257.0, 3354, 1143330.0, 3354, 396010.4, 3354, 415361.8, 3354, 0.0, 3354, 192023.5, 3354, 361341.3, 3354, 273247.8, 3354, 327967.8, 3354, 261887.3, 3354, 348451.7, 3354, 270213.8, 3354, 350857.0, 3354, 404350.9, 3354, 260220.3
3356, 176134.9, 3356, 240288.0, 3356, 1143309.0, 3356, 396077.0, 3356, 415365.2, 3356, 0.0, 3356, 191999.5, 3356, 361345.9, 3356, 273235.8, 3356, 328008.2, 3356, 261825.9, 3356, 348441.4, 3356, 270253.5, 3356, 350832.8, 3356, 404458.1, 3356, 260231.3
3358, 176160.9, 3358, 240317.8, 3358, 1143312.0, 3358, 396106.6, 3358, 415356.1, 3358, 0.0, 3358, 191989.9, 3358, 361358.4, 3358, 273211.1, 3358, 328017.6, 3358, 261768.9, 3358, 348436.2, 3358, 270251.4, 3358, 350829.0, 3358, 404475.0, 3358, 260241.3
3360, 176174.8, 3360, 240332.3, 3360, 1143352.0, 3360, 396076.9, 3360, 415356.2, 3360, 0.0, 3360, 191979.6, 3360, 361341.0, 3360, 273213.6, 3360, 327999.5, 3360, 261757.2, 3360, 348427.2, 3360, 270251.0, 3360, 350806.8, 3360, 404458.2, 3360, 260225.5
3362, 176195.5, 3362, 240312.0, 3362, 1143365.0, 3362, 396028.2, 3362, 415348.0, 3362, 0.0, 3362, 191985.5, 3362, 361364.3, 3362, 273253.5, 3362, 327983.4, 3362, 261794.9, 3362, 348428.8, 3362, 270220.1, 3362, 350807.2, 3362, 404362.6, 3362, 260207.3
3364, 176166.9, 3364, 240284.9, 3364, 1143285.0, 3364, 395985.0, 3364, 415361.2, 3364, 0.0, 3364, 191986.9, 3364, 361354.5, 3364, 273239.7, 3364, 327917.8, 3364, 261766.7, 3364, 348420.7, 3364, 270196.8, 3364, 350809.5, 3364, 404317.5, 3364, 260187.7
3366, 176153.9, 3366, 240271.5, 3366, 1143306.0, 3366, 395968.1, 3366, 415344.6, 3366, 0.0, 3366, 191992.1, 3366, 361330.3, 3366, 273249.0, 3366, 327904.3, 3366, 261812.5, 3366, 348416.6, 3366, 270179.4, 3366, 350830.2, 3366, 404313.6, 3366, 260211.3
3368, 176143.7, 3368, 240265.8, 3368, 1143274.0, 3368, 395924.9, 3368, 415345.7, 3368, 0.0, 3368, 191994.6, 3368, 361326.8, 3368, 273272.2, 3368, 327890.4, 3368, 261836.0, 3368, 348396.1, 3368, 270163.5, 3368, 350839.5, 3368, 404272.6, 3368, 260180.2
3370, 176124.6, 3370, 240238.4, 3370, 1143266.0, 3370, 395932.1, 3370, 415352.2, 3370, 0.0, 3370, 191974.4, 3370, 361313.7, 3370, 273245.3, 3370, 327884.6, 3370, 261843.5, 3370, 348404.6, 3370, 270152.4, 3370, 350841.3, 3370, 404257.8, 3370, 260176.8
3372, 176115.6, 3372, 240252.9, 3372, 1143288.0, 3372, 395925.7, 3372, 415337.9, 3372, 0.0, 3372, 192004.2, 3372, 361316.4, 3372, 273268.1, 3372, 327891.0, 3372, 261840.3, 3372, 348388.9, 3372, 270148.8, 3372, 350816.3, 3372, 404237.3, 3372, 260177.3
3374, 176107.1, 3374, 240228.1, 3374, 1143269.0, 3374, 395935.4, 3374, 415345.8, 3374, 0.0, 3374, 191976.7, 3374, 361296.3, 3374, 273246.4, 3374, 327883.7, 3374, 261857.2, 3374, 348402.6, 3374, 270146.6, 3374, 350846.9, 3374, 404269.4, 3374, 260191.6
3376, 176124.5, 3376, 240229.9, 3376, 1143264.0, 3376, 395965.6, 3376, 415346.4, 3376, 0.0, 3376, 191966.6, 3376, 361280.1, 3376, 273250.4, 3376, 327873.5, 3376, 261856.1, 3376, 348401.4, 3376, 270154.2, 3376, 350822.3, 3376, 404275.8, 3376, 260174.3
3378, 176108.9, 3378, 240229.1, 3378, 1143288.0, 3378, 395956.7, 3378, 415318.3, 3378, 0.0, 3378, 191989.9, 3378, 361292.4, 3378, 273229.9, 3378, 327864.7, 3378, 261829.4, 3378, 348373.3, 3378, 270138.2, 3378, 350817.0, 3378, 404285.7, 3378, 260187.4
3380, 176136.1, 3380, 240238.1, 3380, 1143315.0, 3380, 395953.1, 3380, 415315.0, 3380, 0.0, 3380, 191990.3, 3380, 361283.0, 3380, 273240.2, 3380, 327895.0, 3380, 261865.0, 3380, 348369.4, 3380, 270157.6, 3380, 350813.5, 3380, 404260.5, 3380, 260204.7
3382, 176121.5, 3382, 240234.0, 3382, 1143287.0, 3382, 395953.9, 3382, 415314.1, 3382, 0.0, 3382, 191990.5, 3382, 361300.0, 3382, 273235.4, 3382, 327869.9, 3382, 261849.1, 3382, 348380.3, 3382, 270131.1, 3382, 350804.9, 3382, 404256.7, 3382, 260191.4
3384, 176114.2, 3384, 240240.5, 3384, 1143291.0, 3384, 395936.7, 3384, 415307.1, 3384, 0.0, 3384, 192009.0, 3384, 361306.6, 3384, 273232.3, 3384, 327850.4, 3384, 261860.1, 3384, 348369.2, 3384, 270113.5, 3384, 350809.0, 3384, 404235.9, 3384, 260183.7
3386, 176131.2, 3386, 240221.6, 3386, 1143284.0, 3386, 395931.3, 3386, 415288.9, 3386, 0.0, 3386, 191988.3, 3386, 361291.1, 3386, 273239.0, 3386, 327840.9, 3386, 261870.1, 3386, 348377.5, 3386, 270107.8, 3386, 350817.2, 3386, 404252.7, 3386, 260180.5
3388, 176123.5, 3388, 240241.8, 3388, 1143295.0, 3388, 395952.7, 3388, 415312.8, 3388, 0.0, 3388, 191993.5, 3388, 361296.1, 3388, 273248.9, 3388, 327909.9, 3388, 261882.0, 3388, 348400.2, 3388, 270149.8, 3388, 350820.8, 3388, 404284.0, 3388, 260229.9
3390, 176152.3, 3390, 240263.2, 3390, 1143266.0, 3390, 396016.9, 3390, 415304.7, 3390, 0.0, 3390, 191986.9, 3390, 361319.9, 3390, 273211.7, 3390, 327955.7, 3390, 261819.2, 3390, 348421.0, 3390, 270195.9, 3390, 350807.8, 3390, 404355.5, 3390, 260200.3
3392, 176158.5, 3392, 240263.2, 3392, 1143263.0, 3392, 396062.2, 3392, 415321.0, 3392, 0.0, 3392, 191972.8, 3392, 361353.0, 3392, 273191.8, 3392, 327977.3, 3392, 261772.0, 3392, 348416.5, 3392, 270185.4, 3392, 350779.3, 3392, 404393.9, 3392, 260215.8
3394, 176151.1, 3394, 240295.6, 3394, 1143292.0, 3394, 396058.5, 3394, 415302.6, 3394, 0.0, 3394, 191962.2, 3394, 361363.3, 3394, 273185.6, 3394, 327967.7, 3394, 261740.3, 3394, 348401.6, 3394, 270185.7, 3394, 350762.0, 3394, 404391.1, 3394, 260219.1
3396, 176164.7, 3396, 240304.6, 3396, 1143335.0, 3396, 396012.5, 3396, 415294.4, 3396, 0.0, 3396, 191981.7, 3396, 361353.4, 3396, 273201.5, 3396, 327943.5, 3396, 261728.1, 3396, 348389.1, 3396, 270165.1, 3396, 350745.7, 3396, 404342.3, 3396, 260203.0
3398, 176190.4, 3398, 240294.0, 3398, 1143310.0, 3398, 395972.6, 3398, 415312.4, 3398, 0.0, 3398, 191975.5, 3398, 361345.6, 3398, 273218.8, 3398, 327928.8, 3398, 261784.3, 3398, 348399.0, 3398, 270153.8, 3398, 350771.0, 3398, 404283.9, 3398, 260183.3
3400, 176136.0, 3400, 240254.8, 3400, 1143279.0, 3400, 395948.8, 3400, 415293.6, 3400, 0.0, 3400, 191983.7, 3400, 361311.3, 3400, 273215.9, 3400, 327881.3, 3400, 261771.1, 3400, 348360.4, 3400, 270143.5, 3400, 350786.8, 3400, 404253.5, 3400, 260183.5
3402, 176148.3, 3402, 240249.3, 3402, 1143276.0, 3402, 395936.9, 3402, 415284.9, 3402, 0.0, 3402, 191985.1, 3402, 361326.3, 3402, 273235.8, 3402, 327873.2, 3402, 261804.2, 3402, 348388.5, 3402, 270126.3, 3402, 350777.1, 3402, 404232.9, 3402, 260191.5
3404, 176134.2, 3404, 240219.9, 3404, 1143237.0, 3404, 395908.9, 3404, 415296.4, 3404, 0.0, 3404, 191964.8, 3404, 361292.3, 3404, 273228.9, 3404, 327849.4, 3404, 261810.6, 3404, 348377.4, 3404, 270094.4, 3404, 350773.5, 3404, 404206.5, 3404, 260199.6
3406, 176099.9, 3406, 240221.3, 3406, 1143240.0, 3406, 395895.2, 3406, 415284.6, 3406, 0.0, 3406, 191996.0, 3406, 361294.5, 3406, 273226.1, 3406, 327836.1, 3406, 261806.3, 3406, 348388.5, 3406, 270096.7, 3406, 350762.3, 3406, 404197.8, 3406, 260189.5
3408, 176145.1, 3408, 240220.2, 3408, 1143248.0, 3408, 395884.7, 3408, 415307.6, 3408, 0.0, 3408, 191970.8, 3408, 361311.7, 3408, 273225.5, 3408, 327862.3, 3408, 261834.3, 3408, 348388.8, 3408, 270116.7, 3408, 350786.5, 3408, 404181.5, 3408, 260193.0
3410, 176121.0, 3410, 240213.0, 3410, 1143228.0, 3410, 395903.2, 3410, 415283.7, 3410, 0.0, 3410, 191984.4, 3410, 361287.3, 3410, 273209.6, 3410, 327840.6, 3410, 261823.8, 3410, 348384.0, 3410, 270099.0, 3410, 350767.2, 3410, 404196.4, 3410, 260195.8
3412, 176119.9, 3412, 240211.9, 3412, 1143261.0, 3412, 395905.8, 3412, 415279.3, 3412, 0.0, 3412, 191967.8, 3412, 361272.5, 3412, 273219.6, 3412, 327859.2, 3412, 261810.0, 3412, 348359.6, 3412, 270087.2, 3412, 350753.6, 3412, 404202.8, 3412, 260183.8
3414, 176127.8, 3414, 240192.1, 3414, 1143281.0, 3414, 395921.3, 3414, 415276.6, 3414, 0.0, 3414, 191983.6, 3414, 361305.7, 3414, 273219.2, 3414, 327859.6, 3414, 261816.1, 3414, 348361.7, 3414, 270089.6, 3414, 350759.0, 3414, 404219.6, 3414, 260210.1
3416, 176124.2, 3416, 240201.3, 3416, 1143251.0, 3416, 395904.0, 3416, 415280.7, 3416, 0.0, 3416, 191969.5, 3416, 361277.2, 3416, 273230.0, 3416, 327845.0, 3416, 261795.5, 3416, 348351.3, 3416, 270085.3, 3416, 350754.7, 3416, 404199.4, 3416, 260180.3
3418, 176105.2, 3418, 240227.2, 3418, 1143259.0, 3418, 395930.7, 3418, 415272.9, 3418, 0.0, 3418, 191972.2, 3418, 361250.1, 3418, 273199.3, 3418, 327859.1, 3418, 261798.4, 3418, 348337.6, 3418, 270063.1, 3418, 350751.6, 3418, 404184.1, 3418, 260173.4
3420, 176116.2, 3420, 240203.1, 3420, 1143275.0, 3420, 395900.8, 3420, 415269.1, 3420, 0.0, 3420, 191983.9, 3420, 361280.5, 3420, 273230.1, 3420, 327843.3, 3420, 261803.9, 3420, 348360.8, 3420, 270075.1, 3420, 350760.1, 3420, 404210.5, 3420, 260169.2
3422, 176107.1, 3422, 240195.9, 3422, 1143260.0, 3422, 395911.8, 3422, 415251.9, 3422, 0.0, 3422, 191989.8, 3422, 361296.5, 3422, 273210.5, 3422, 327848.7, 3422, 261833.3, 3422, 348364.6, 3422, 270088.7, 3422, 350767.8, 3422, 404190.0, 3422, 260202.6
3424, 176154.5, 3424, 240216.2, 3424, 1143259.0, 3424, 395939.5, 3424, 415278.0, 3424, 0.0, 3424, 191967.0, 3424, 361318.8, 3424, 273200.3, 3424, 327898.9, 3424, 261821.9, 3424, 348399.0, 3424, 270101.9, 3424, 350765.4, 3424, 404259.6, 3424, 260221.3
3426, 176151.1, 3426, 240238.7, 3426, 1143232.0, 3426, 396001.4, 3426, 415281.8, 3426, 0.0, 3426, 191967.6, 3426, 361315.2, 3426, 273174.9, 3426, 327966.7, 3426, 261764.7, 3426, 348394.4, 3426, 270141.7, 3426, 350742.7, 3426, 404362.1, 3426, 260231.4
3428, 176152.7, 3428, 240277.9, 3428, 1143230.0, 3428, 396030.8, 3428, 415276.5, 3428, 0.0, 3428, 191962.6, 3428, 361335.2, 3428, 273152.8, 3428, 327962.7, 3428, 261697.2, 3428, 348378.4, 3428, 270137.4, 3428, 350695.1, 3428, 404383.4, 3428, 260219.3
3430, 176183.2, 3430, 240285.0, 3430, 1143273.0, 3430, 396027.4, 3430, 415252.6, 3430, 0.0, 3430, 191939.4, 3430, 361375.5, 3430, 273141.1, 3430, 327957.1, 3430, 261679.5, 3430, 348357.8, 3430, 270132.7, 3430, 350686.0, 3430, 404349.5, 3430, 260215.8
3432, 176190.0, 3432, 240296.1, 3432, 1143292.0, 3432, 395954.1, 3432, 415256.7, 3432, 0.0, 3432, 191962.1, 3432, 361363.1, 3432, 273197.1, 3432, 327913.3, 3432, 261695.7, 3432, 348347.9, 3432, 270132.6, 3432, 350701.6, 3432, 404274.1, 3432, 260217.2
3434, 176181.8, 3434, 240265.8, 3434, 1143260.0, 3434, 395915.2, 3434, 415268.0, 3434, 0.0, 3434, 191991.1, 3434, 361341.0, 3434, 273207.2, 3434, 327897.8, 3434, 261702.6, 3434, 348349.7, 3434, 270085.5, 3434, 350696.6, 3434, 404235.8, 3434, 260196.9
3436, 176159.0, 3436, 240252.9, 3436, 1143234.0, 3436, 395888.7, 3436, 415254.8, 3436, 0.0, 3436, 191962.5, 3436, 361311.9, 3436, 273203.4, 3436, 327873.3, 3436, 261709.8, 3436, 348344.9, 3436, 270093.2, 3436, 350711.3, 3436, 404177.6, 3436, 260177.7
3438, 176176.6, 3438, 240222.7, 3438, 1143244.0, 3438, 395879.1, 3438, 415261.4, 3438, 0.0, 3438, 191954.6, 3438, 361333.3, 3438, 273218.2, 3438, 327842.0, 3438, 261791.6, 3438, 348382.5, 3438, 270097.4, 3438, 350724.0, 3438, 404165.4, 3438, 260215.4
3440, 176163.3, 3440, 240248.4, 3440, 1143221.0, 3440, 395894.6, 3440, 415279.9, 3440, 0.0, 3440, 191948.2, 3440, 361314.7, 3440, 273204.6, 3440, 327847.5, 3440, 261755.6, 3440, 348363.7, 3440, 270080.8, 3440, 350713.5, 3440, 404207.4, 3440, 260211.6
3442, 176161.6, 3442, 240257.5, 3442, 1143267.0, 3442, 395947.8, 3442, 415279.0, 3442, 0.0, 3442, 191948.2, 3442, 361316.1, 3442, 273152.5, 3442, 327926.7, 3442, 261729.5, 3442, 348369.1, 3442, 270104.9, 3442, 350687.1, 3442, 404286.7, 3442, 260219.6
3444, 176155.3, 3444, 240255.4, 3444, 1143260.0, 3444, 395975.4, 3444, 415265.5, 3444, 0.0, 3444, 191925.4, 3444, 361330.7, 3444, 273162.8, 3444, 327930.3, 3444, 261689.5, 3444, 348350.6, 3444, 270124.2, 3444, 350669.0, 3444, 404332.3, 3444, 260203.2
3446, 176168.4, 3446, 240269.0, 3446, 1143282.0, 3446, 395967.2, 3446, 415257.5, 3446, 0.0, 3446, 191933.3, 3446, 361347.2, 3446, 273154.1, 3446, 327935.5, 3446, 261660.5, 3446, 348343.8, 3446, 270109.5, 3446, 350661.0, 3446, 404285.8, 3446, 260199.0
3448, 176177.0, 3448, 240294.0, 3448, 1143314.0, 3448, 395944.5, 3448, 415247.5, 3448, 0.0, 3448, 191936.9, 3448, 361319.7, 3448, 273186.3, 3448, 327913.5, 3448, 261682.2, 3448, 348336.2, 3448, 270082.2, 3448, 350679.2, 3448, 404227.3, 3448, 260212.5
3450, 176176.2, 3450, 240244.8, 3450, 1143270.0, 3450, 395898.4, 3450, 415247.0, 3450, 0.0, 3450, 191959.5, 3450, 361339.9, 3450, 273168.4, 3450, 327863.0, 3450, 261708.2, 3450, 348332.5, 3450, 270069.8, 3450, 350680.2, 3450, 404190.2, 3450, 260189.4
3452, 176133.4, 3452, 240239.4, 3452, 1143207.0, 3452, 395887.6, 3452, 415243.4, 3452, 0.0, 3452, 191922.7, 3452, 361304.1, 3452, 273186.9, 3452, 327847.5, 3452, 261696.2, 3452, 348337.3, 3452, 270020.8, 3452, 350685.6, 3452, 404165.0, 3452, 260173.0
3454, 176146.2, 3454, 240223.8, 3454, 1143246.0, 3454, 395866.9, 3454, 415245.3, 3454, 0.0, 3454, 191955.3, 3454, 361321.5, 3454, 273197.4, 3454, 327845.9, 3454, 261737.5, 3454, 348332.1, 3454, 270032.6, 3454, 350693.2, 3454, 404142.0, 3454, 260178.1
3456, 176113.4, 3456, 240201.3, 3456, 1143214.0, 3456, 395873.3, 3456, 415246.7, 3456, 0.0, 3456, 191940.3, 3456, 361286.3, 3456, 273193.8, 3456, 327834.1, 3456, 261754.4, 3456, 348334.1, 3456, 270020.9, 3456, 350685.8, 3456, 404126.9, 3456, 260188.3
3458, 176152.2, 3458, 240223.4, 3458, 1143224.0, 3458, 395861.8, 3458, 415240.1, 3458, 0.0, 3458, 191960.5, 3458, 361293.7, 3458, 273183.8, 3458, 327823.7, 3458, 261762.5, 3458, 348339.1, 3458, 270038.7, 3458, 350689.6, 3458, 404132.7, 3458, 260204.0
3460, 176137.0, 3460, 240210.9, 3460, 1143157.0, 3460, 395871.2, 3460, 415249.0, 3460, 0.0, 3460, 191927.2, 3460, 361294.8, 3460, 273177.8, 3460, 327853.7, 3460, 261736.8, 3460, 348372.7, 3460, 270040.7, 3460, 350687.7, 3460, 404149.5, 3460, 260202.5
3462, 176122.3, 3462, 240238.1, 3462, 1143154.0, 3462, 395908.3, 3462, 415222.5, 3462, 0.0, 3462, 191930.3, 3462, 361296.6, 3462, 273168.6, 3462, 327842.9, 3462, 261704.2, 3462, 348340.7, 3462, 270046.0, 3462, 350661.5, 3462, 404166.7, 3462, 260214.9
3464, 176149.2, 3464, 240227.9, 3464, 1143191.0, 3464, 395860.6, 3464, 415213.1, 3464, 0.0, 3464, 191937.9, 3464, 361295.7, 3464, 273167.4, 3464, 327869.2, 3464, 261711.9, 3464, 348332.5, 3464, 270028.9, 3464, 350661.6, 3464, 404153.2, 3464, 260210.2
3466, 176160.9, 3466, 240196.2, 3466, 1143191.0, 3466, 395858.2, 3466, 415197.8, 3466, 0.0, 3466, 191923.7, 3466, 361293.9, 3466, 273189.7, 3466, 327844.1, 3466, 261749.3, 3466, 348351.0, 3466, 270042.5, 3466, 350666.4, 3466, 404102.1, 3466, 260191.0
3468, 176124.2, 3468, 240191.1, 3468, 1143171.0, 3468, 395835.0, 3468, 415207.1, 3468, 0.0, 3468, 191922.7, 3468, 361278.3, 3468, 273160.8, 3468, 327824.0, 3468, 261722.4, 3468, 348343.0, 3468, 269974.5, 3468, 350657.9, 3468, 404087.5, 3468, 260188.2
3470, 176130.7, 3470, 240185.5, 3470, 1143149.0, 3470, 395844.4, 3470, 415187.3, 3470, 0.0, 3470, 191943.6, 3470, 361279.0, 3470, 273177.4, 3470, 327809.8, 3470, 261745.2, 3470, 348331.3, 3470, 269988.9, 3470, 350655.4, 3470, 404072.4, 3470, 260198.6
3472, 176128.2, 3472, 240183.0, 3472, 1143136.0, 3472, 395806.9, 3472, 415188.1, 3472, 0.0, 3472, 191936.0, 3472, 361271.4, 3472, 273173.3, 3472, 327811.9, 3472, 261753.5, 3472, 348330.3, 3472, 269982.6, 3472, 350656.0, 3472, 404072.6, 3472, 260182.5
3474, 176096.9, 3474, 240173.1, 3474, 1143099.0, 3474, 395809.2, 3474, 415189.7, 3474, 0.0, 3474, 191930.1, 3474, 361238.6, 3474, 273175.2, 3474, 327770.5, 3474, 261742.9, 3474, 348327.0, 3474, 269982.4, 3474, 350667.2, 3474, 404055.6, 3474, 260179.1
3476, 176131.8, 3476, 240171.1, 3476, 1143125.0, 3476, 395818.2, 3476, 415200.7, 3476, 0.0, 3476, 191941.0, 3476, 361265.9, 3476, 273186.6, 3476, 327791.1, 3476, 261785.4, 3476, 348335.4, 3476, 269985.1, 3476, 350680.4, 3476, 404049.8, 3476, 260185.8
3478, 176119.2, 3478, 240163.9, 3478, 1143115.0, 3478, 395809.2, 3478, 415206.3, 3478, 0.0, 3478, 191934.3, 3478, 361253.4, 3478, 273165.2, 3478, 327809.6, 3478, 261789.9, 3478, 348327.4, 3478, 269995.0, 3478, 350663.4, 3478, 404087.6, 3478, 260190.9
3480, 176097.4, 3480, 240168.8, 3480, 1143121.0, 3480, 395864.0, 3480, 415199.5, 3480, -0.03333333, 3480, 191921.9, 3480, 361229.9, 3480, 273147.9, 3480, 327818.0, 3480, 261748.8, 3480, 348336.1, 3480, 269984.1, 3480, 350669.5, 3480, 404146.5, 3480, 260220.8
3482, 176108.6, 3482, 240193.7, 3482, 1143137.0, 3482, 395850.3, 3482, 415177.8, 3482, 0.0, 3482, 191928.8, 3482, 361259.6, 3482, 273146.3, 3482, 327829.6, 3482, 261704.5, 3482, 348309.6, 3482, 269988.9, 3482, 350633.0, 3482, 404118.4, 3482, 260190.1
3484, 176124.9, 3484, 240195.7, 3484, 1143156.0, 3484, 395831.2, 3484, 415187.5, 3484, 0.0, 3484, 191920.7, 3484, 361266.3, 3484, 273159.1, 3484, 327808.9, 3484, 261738.8, 3484, 348303.1, 3484, 269975.4, 3484, 350650.5, 3484, 404098.0, 3484, 260203.5
3486, 176134.7, 3486, 240195.2, 3486, 1143144.0, 3486, 395829.0, 3486, 415166.6, 3486, 0.0, 3486, 191935.3, 3486, 361260.3, 3486, 273161.1, 3486, 327814.0, 3486, 261732.4, 3486, 348310.7, 3486, 269974.1, 3486, 350641.6, 3486, 404073.1, 3486, 260175.8
3488, 176110.4, 3488, 240171.2, 3488, 1143110.0, 3488, 395820.4, 3488, 415164.2, 3488, 0.0, 3488, 191943.4, 3488, 361258.5, 3488, 273144.0, 3488, 327782.6, 3488, 261735.1, 3488, 348310.0, 3488, 269965.6, 3488, 350644.1, 3488, 404063.9, 3488, 260185.1
3490, 176113.7, 3490, 240173.3, 3490, 1143141.0, 3490, 395800.8, 3490, 415157.8, 3490, 0.0, 3490, 191924.3, 3490, 361258.7, 3490, 273166.6, 3490, 327785.2, 3490, 261762.7, 3490, 348307.0, 3490, 269954.5, 3490, 350650.3, 3490, 404030.8, 3490, 260187.3
3492, 176118.2, 3492, 240163.3, 3492, 1143117.0, 3492, 395793.0, 3492, 415159.3, 3492, 0.0, 3492, 191927.2, 3492, 361256.0, 3492, 273155.6, 3492, 327778.1, 3492, 261742.3, 3492, 348330.4, 3492, 269946.8, 3492, 350628.1, 3492, 404046.6, 3492, 260186.8
3494, 176131.7, 3494, 240189.7, 3494, 1143129.0, 3494, 395823.1, 3494, 415173.3, 3494, 0.0, 3494, 191960.6, 3494, 361261.8, 3494, 273167.0, 3494, 327848.5, 3494, 261750.2, 3494, 348340.2, 3494, 269982.9, 3494, 350641.6, 3494, 404093.5, 3494, 260193.5
3496, 176114.3, 3496, 240181.1, 3496, 1143096.0, 3496, 395848.9, 3496, 415171.9, 3496, 0.0, 3496, 191919.0, 3496, 361257.5, 3496, 273120.9, 3496, 327845.7, 3496, 261728.4, 3496, 348334.4, 3496, 270000.1, 3496, 350617.7, 3496, 404165.0, 3496, 260212.5
3498, 176134.6, 3498, 240225.8, 3498, 1143129.0, 3498, 395885.5, 3498, 415174.2, 3498, 0.0, 3498, 191913.9, 3498, 361258.6, 3498, 273123.4, 3498, 327866.0, 3498, 261679.1, 3498, 348335.4, 3498, 269985.1, 3498, 350597.6, 3498, 404188.9, 3498, 260220.2
3500, 176158.4, 3500, 240206.0, 3500, 1143139.0, 3500, 395872.2, 3500, 415161.3, 3500, 0.0, 3500, 191913.6, 3500, 361280.2, 3500, 273126.0, 3500, 327855.7, 3500, 261676.4, 3500, 348319.3, 3500, 269987.0, 3500, 350570.0, 3500, 404141.2, 3500, 260222.9
3502, 176151.2, 3502, 240209.2, 3502, 1143129.0, 3502, 395805.6, 3502, 415159.2, 3502, 0.0, 3502, 191923.7, 3502, 361280.1, 3502, 273135.6, 3502, 327822.0, 3502, 261696.6, 3502, 348327.3, 3502, 269961.6, 3502, 350586.0, 3502, 404060.3, 3502, 260189.5
3504, 176128.7, 3504, 240213.3, 3504, 1143087.0, 3504, 395777.9, 3504, 415170.0, 3504, 0.0, 3504, 191924.0, 3504, 361252.0, 3504, 273134.2, 3504, 327791.7, 3504, 261689.5, 3504, 348317.6, 3504, 269952.2, 3504, 350607.8, 3504, 404065.9, 3504, 260184.9
3506, 176143.6, 3506, 240184.7, 3506, 1143107.0, 3506, 395774.0, 3506, 415156.1, 3506, 0.0, 3506, 191929.1, 3506, 361248.0, 3506, 273159.4, 3506, 327784.9, 3506, 261716.3, 3506, 348319.7, 3506, 269939.3, 3506, 350616.5, 3506, 404054.0, 3506, 260187.4
3508, 176129.9, 3508, 240175.8, 3508, 1143071.0, 3508, 395766.9, 3508, 415176.2, 3508, 0.0, 3508, 191917.6, 3508, 361260.2, 3508, 273141.3, 3508, 327784.5, 3508, 261706.8, 3508, 348311.2, 3508, 269932.6, 3508, 350592.8, 3508, 404033.9, 3508, 260190.4
3510, 176105.8, 3510, 240170.7, 3510, 1143080.0, 3510, 395800.5, 3510, 415144.9, 3510, 0.0, 3510, 191951.2, 3510, 361229.4, 3510, 273160.0, 3510, 327776.1, 3510, 261696.3, 3510, 348281.6, 3510, 269938.5, 3510, 350614.4, 3510, 404033.0, 3510, 260173.8
3512, 176093.9, 3512, 240176.1, 3512, 1143122.0, 3512, 395782.0, 3512, 415151.2, 3512, 0.0, 3512, 191925.8, 3512, 361239.9, 3512, 273149.4, 3512, 327769.8, 3512, 261697.8, 3512, 348273.7, 3512, 269898.0, 3512, 350591.6, 3512, 404016.4, 3512, 260190.9
3514, 176122.6, 3514, 240188.9, 3514, 1143135.0, 3514, 395762.6, 3514, 415151.2, 3514, 0.0, 3514, 191931.8, 3514, 361251.6, 3514, 273168.6, 3514, 327777.6, 3514, 261728.4, 3514, 348292.9, 3514, 269941.6, 3514, 350608.7, 3514, 404030.8, 3514, 260171.2
